,Dataset,Subject,Group,Condition,MeanDuration_A,MeanDuration_B,MeanDuration_C,MeanDuration_D,MeanDurationAll,MeanOccurrence_A,MeanOccurrence_B,MeanOccurrence_C,MeanOccurrence_D,MeanOccurrenceAll,Coverage_A,Coverage_B,Coverage_C,Coverage_D,MeanGFP_A,MeanGFP_B,MeanGFP_C,MeanGFP_D,OrgTM_A->B,OrgTM_A->C,OrgTM_A->D,OrgTM_B->A,OrgTM_B->C,OrgTM_B->D,OrgTM_C->A,OrgTM_C->B,OrgTM_C->D,OrgTM_D->A,OrgTM_D->B,OrgTM_D->C,psi/ctrl
192,ctrl_sub018_video,sub018,non meditator,video,0.028362,0.026856,0.027382,0.025531,0.02698,9.444,8.1791,8.7207,10.7201,37.064,26.6953,21.9731,23.8545,27.4771,5.0453,4.4609,4.58,4.6039,8.71,6.4949,10.2636,8.4494,5.9336,7.7077,6.3646,6.1842,10.9652,10.6545,7.1665,11.1055,ctrl
193,ctrl_sub019_video,sub019,non meditator,video,0.029781,0.029919,0.031781,0.026093,0.029448,8.1881,9.3032,8.4614,8.0059,33.9586,24.3677,27.8059,26.7658,21.0605,5.2074,5.1982,5.6082,5.1524,8.7863,8.2062,7.1214,9.2589,9.1085,9.0118,8.1203,9.3663,7.4544,6.7025,9.2374,7.6262,ctrl
194,ctrl_sub020_video,sub020,non meditator,video,0.033188,0.032757,0.032053,0.029253,0.031818,7.9307,7.8758,7.7896,7.8327,31.4288,26.2558,25.7552,24.9574,23.0315,4.6123,4.6859,4.7832,4.4238,8.5732,7.6345,8.9987,8.7234,8.6233,7.7222,8.1602,8.398,8.2228,8.2979,8.0726,8.5732,ctrl
195,ctrl_sub021_video,sub021,non meditator,video,0.032564,0.032865,0.033637,0.031157,0.03257,7.343,7.8502,7.9246,7.5849,30.7027,23.9119,25.7865,26.6072,23.6944,3.2471,3.0033,3.2125,3.2571,7.8669,8.2196,7.8669,7.6062,9.201,8.7103,8.0816,9.5231,8.1583,8.2656,8.2043,8.2963,ctrl
196,ctrl_sub022_video,sub022,non meditator,video,0.043148,0.035128,0.036779,0.033042,0.037303,7.5771,6.2767,6.5704,6.3835,26.8077,32.4686,22.1181,24.1826,21.2307,3.9195,3.7076,3.7764,3.5854,9.0364,9.6645,9.536,9.7502,7.1235,6.5525,9.1221,7.6802,7.7088,9.3933,6.7095,7.7231,ctrl
197,ctrl_sub023_video,sub023,non meditator,video,0.040799,0.042,0.038011,0.041318,0.040588,6.0099,6.4702,5.8324,6.3255,24.638,24.5137,27.1319,22.2402,26.1142,4.0362,4.3262,4.1395,4.5972,8.7161,7.6646,8.218,8.1627,8.1627,9.7399,7.554,8.3841,7.803,8.6608,9.1312,7.803,ctrl
198,ctrl_sub025_video,sub025,non meditator,video,0.037768,0.034638,0.037797,0.035782,0.036542,6.858,6.2883,7.1362,7.0832,27.3656,25.8577,21.8434,26.9261,25.3728,5.2946,5.1855,5.5067,5.2397,7.4135,8.8668,8.8014,7.1848,7.8054,7.936,8.7524,8.1156,9.1444,9.0954,7.4135,9.4709,ctrl
199,ctrl_sub027_video,sub027,non meditator,video,0.032351,0.031629,0.030363,0.03152,0.031486,8.1207,8.0436,7.5317,8.0646,31.7606,26.2291,25.4339,22.919,25.4181,4.459,4.6045,4.4939,4.6983,8.2158,7.88,9.4918,8.6635,8.3054,8.3725,7.8352,8.3501,7.5442,8.9993,8.7755,7.5666,ctrl
200,ctrl_sub028_video,sub028,non meditator,video,0.031581,0.033852,0.03803,0.031994,0.034057,6.8844,7.5444,8.1849,6.7485,29.3623,21.8361,25.5482,30.947,21.6687,4.1119,4.4482,4.8979,4.4475,7.4057,9.4604,6.6155,8.2186,9.8216,7.6541,8.9411,10.3635,8.625,6.3445,7.8799,8.6701,ctrl
201,ctrl_sub031_video,sub031,non meditator,video,0.038848,0.031312,0.035365,0.03117,0.034399,8.0075,6.8003,7.4901,6.7729,29.0708,30.9116,21.4083,26.4489,21.2312,4.8321,4.3335,4.691,4.4572,9.0909,9.9445,8.549,8.2645,8.2916,6.8419,10.229,7.56,7.9664,9.0232,6.7064,7.5329,ctrl
202,ctrl_sub032_video,sub032,non meditator,video,0.047045,0.049765,0.043657,0.041685,0.04575,5.8446,5.8404,5.243,4.9297,21.8577,27.4643,28.9669,22.9356,20.6332,4.2981,4.6171,4.4335,4.2463,10.4066,8.306,8.0362,10.6379,8.518,7.5352,8.5373,8.4987,6.9378,7.5544,7.8628,7.169,ctrl
203,ctrl_sub201_video,sub201,meditator,video,0.041958,0.036107,0.042837,0.038662,0.040162,7.0953,5.514,6.7184,5.5714,24.8992,29.7105,20.0156,28.6943,21.5796,5.4555,5.04,5.8039,5.5341,8.2959,11.1303,8.7452,8.7452,8.2959,5.2886,10.9575,8.0194,8.1922,8.7107,6.1182,7.5009,ctrl
204,ctrl_sub204_video,sub204,meditator,video,0.03782,0.03922,0.037291,0.034813,0.037358,7.1642,7.3528,5.7267,6.524,26.7677,27.0785,28.7681,21.3572,22.7963,3.4987,3.6078,4.0811,3.5211,10.6116,7.0155,9.1525,10.42,7.8261,9.1968,7.1481,8.224,6.0427,9.2115,8.5335,6.6175,ctrl
205,ctrl_sub205_video,sub205,meditator,video,0.040098,0.034893,0.036883,0.037718,0.037491,6.9846,6.1567,6.3266,7.2051,26.6729,27.9147,21.5633,23.3541,27.1679,4.967,4.7592,5.0113,4.7989,7.6693,8.2937,10.1941,8.1716,6.502,8.4023,7.9272,7.3843,8.4023,10.0719,8.0494,8.9317,ctrl
206,ctrl_sub206_video,sub206,meditator,video,0.045856,0.045463,0.042998,0.044953,0.044866,5.7496,5.7312,5.1364,5.6712,22.2884,26.341,26.0408,22.1265,25.4917,6.3378,5.9509,5.9206,5.9825,8.4959,8.0134,9.2721,9.0623,7.5519,9.1252,7.7827,8.1393,7.1114,8.8525,9.0413,7.5519,ctrl
207,ctrl_sub207_video,sub207,meditator,video,0.035903,0.032103,0.031508,0.029872,0.032346,7.7781,7.6459,7.6419,7.8502,30.9161,27.7647,24.5562,24.1157,23.5634,4.2849,3.7553,3.7725,3.7737,8.3854,8.3203,8.4115,8.2682,8.0729,8.3854,8.3073,7.7734,8.6589,8.5156,8.5156,8.3854,ctrl
208,ctrl_sub208_video,sub208,meditator,video,0.031229,0.030672,0.030092,0.030891,0.030749,8.7759,8.066,7.2722,8.4069,32.521,27.3807,24.7439,21.9129,25.9625,3.247,3.3243,3.3264,3.2726,9.1988,7.8373,10.0192,9.7923,6.9122,8.169,7.3311,7.2962,7.6453,9.7923,8.3086,7.6977,ctrl
209,ctrl_sub209_video,sub209,meditator,video,0.038963,0.040593,0.041083,0.036005,0.039239,6.0892,6.3934,6.9057,6.0969,25.4851,23.7331,25.9107,28.3088,22.0474,3.7599,4.0279,3.9214,3.7618,8.1024,8.8596,6.906,7.6632,9.3139,8.1175,9.0868,9.1625,8.8748,7.1331,7.8146,8.9656,ctrl
210,ctrl_sub210_video,sub210,meditator,video,0.043538,0.054811,0.045169,0.041734,0.046654,5.1527,5.8783,5.6184,4.785,21.4343,22.4995,32.022,25.4123,20.0662,3.8688,4.7117,4.2814,4.1582,9.2042,8.4198,6.3437,8.5582,10.4729,8.4198,8.6505,10.1038,7.5663,6.8051,8.0738,7.3818,ctrl
211,ctrl_sub211_video,sub211,meditator,video,0.033954,0.032357,0.030643,0.029078,0.031582,8.6572,7.8131,7.3207,7.8726,31.6636,29.272,25.245,22.4738,23.0091,3.2172,3.4842,3.2962,3.2467,9.6097,8.17,9.6097,9.4189,7.8404,7.4241,8.4996,6.8864,7.7537,9.523,8.3088,6.9558,ctrl
212,ctrl_sub212_video,sub212,meditator,video,0.037145,0.035277,0.031983,0.035756,0.035192,7.7494,7.1137,6.2012,7.3515,28.4159,28.7038,25.0915,19.9406,26.2642,4.2361,4.1173,4.1631,4.4803,9.6204,7.6533,10.0353,9.0672,7.2384,8.7137,7.5457,7.2384,7.0078,10.6501,8.2219,7.0078,ctrl
213,ctrl_sub213_video,sub213,meditator,video,0.041524,0.038357,0.036983,0.03481,0.03809,7.4619,6.3193,6.2565,6.2158,26.2535,30.8572,24.2306,23.1731,21.739,4.7237,4.9347,4.6949,4.5337,9.3207,9.3207,9.7726,9.5608,7.6543,6.8493,9.3348,7.4848,7.0188,9.5608,7.2589,6.8634,ctrl
214,ctrl_sub215_video,sub215,meditator,video,0.039954,0.037311,0.039424,0.034937,0.03799,7.0336,6.5196,6.5942,6.1756,26.323,28.0328,24.3474,25.9499,21.6699,4.8482,4.7691,5.1386,4.7452,9.3953,8.697,8.6177,9.2842,8.4272,7.0782,9.3953,8.0146,7.6654,8.1733,7.4274,7.8242,ctrl
215,ctrl_sub216_video,sub216,meditator,video,0.029408,0.030853,0.028596,0.029386,0.029591,8.5127,8.8113,7.8114,8.6585,33.7939,25.0439,27.1147,22.3864,25.4549,4.0098,4.1422,4.0414,4.2002,9.07,7.3563,8.7565,8.9655,8.1923,9.0073,7.0428,8.0251,7.9206,9.0909,9.0282,7.5444,ctrl
216,ctrl_sub217_video,sub217,meditator,video,0.027103,0.026503,0.026265,0.027886,0.026903,10.315,8.5776,10.2536,8.0247,37.1709,27.9429,22.7571,26.9766,22.3234,5.1781,5.3497,5.3191,5.4157,8.7582,12.145,6.833,8.6512,7.3797,7.0707,12.1806,7.6768,7.7243,6.9519,6.5597,8.0689,ctrl
217,ctrl_sub219_video,sub219,meditator,video,0.038554,0.036807,0.038045,0.037775,0.037807,6.4892,6.2667,6.8637,6.8304,26.4501,24.9944,23.0975,26.1051,25.803,3.8502,4.1161,4.2684,4.1209,7.6815,8.4117,8.4679,7.4287,8.3415,7.8781,8.3696,8.1309,9.479,8.7347,7.8921,9.1841,ctrl
218,ctrl_sub220_video,sub220,meditator,video,0.036825,0.03617,0.039069,0.043953,0.039259,5.8599,6.0282,6.3208,7.2628,25.4718,21.6482,21.8946,24.7008,31.7564,4.2306,4.1878,4.3351,4.6886,6.6825,7.5376,8.7886,6.7617,7.015,9.8812,7.3159,7.6168,9.8654,8.9311,9.3428,10.2613,ctrl
219,ctrl_sub221_video,sub221,meditator,video,0.031121,0.032454,0.031086,0.032984,0.031954,7.2176,7.6501,7.7736,8.6541,31.2954,22.4975,24.8052,24.2048,28.4925,4.6671,4.7664,5.0243,4.9131,7.149,7.3469,8.522,7.5572,7.8169,9.1033,7.3098,7.4954,10.0186,8.188,9.8207,9.6722,ctrl
220,ctrl_sub222_video,sub222,meditator,video,0.038566,0.036429,0.038629,0.039155,0.03823,6.8355,6.2378,5.9987,7.0854,26.1574,26.3502,22.7792,23.1603,27.7103,3.2007,3.1708,3.4125,3.3342,8.2226,7.3371,10.584,8.4967,6.9365,8.3491,7.9064,7.0841,8.0329,9.7196,8.7076,8.6232,ctrl
221,ctrl_sub223_video,sub223,meditator,video,0.039508,0.037939,0.040145,0.035555,0.038282,6.5599,6.708,6.3889,6.4649,26.1217,25.8766,25.4608,25.5893,23.0733,3.6969,3.5917,3.9823,3.4172,8.8188,7.9282,8.2494,8.629,8.6582,8.4538,7.9282,8.4976,8.0158,8.6144,8.3516,7.8552,ctrl
222,ctrl_sub224_video,sub224,meditator,video,0.039887,0.036605,0.034833,0.03528,0.036693,6.8809,7.2444,6.2203,6.9075,27.2531,27.332,26.5214,21.7267,24.42,3.9444,3.5563,3.6206,3.6194,9.3257,7.3355,8.602,9.5066,8.0263,8.9967,7.5987,7.4507,7.7632,8.1414,9.7862,7.4671,ctrl
223,ctrl_sub225_video,sub225,meditator,video,0.042487,0.045903,0.041378,0.045669,0.043999,5.2911,6.2974,5.2678,5.8717,22.728,22.515,28.8548,21.8575,26.7727,5.7511,5.7134,5.7409,5.8949,8.7791,6.773,7.6818,8.6763,8.4191,10.6653,7.2016,8.5391,7.4417,7.3388,10.4424,8.0418,ctrl
224,ctrl_sub226_video,sub226,meditator,video,0.045443,0.043111,0.047219,0.042175,0.044505,5.6963,5.3188,5.7,5.7544,22.4695,25.8629,22.9617,26.8482,24.3272,6.2159,6.2125,6.3815,6.0661,7.5765,8.5802,9.1792,7.9488,8.1431,7.5927,8.6288,7.9003,8.8231,8.7745,8.2079,8.645,ctrl
225,ctrl_sub227_video,sub227,meditator,video,0.036628,0.036913,0.032181,0.032191,0.034623,7.9027,7.4643,6.4375,7.0778,28.8824,28.8594,27.46,20.8025,22.8781,2.6398,2.824,2.6377,2.66,9.9817,7.8224,9.5946,9.7372,7.9039,8.1483,7.9039,7.6798,6.6409,9.7576,8.2502,6.5798,ctrl
226,ctrl_sub228_video,sub228,meditator,video,0.050895,0.047557,0.051008,0.045057,0.048822,5.4923,4.9991,5.471,4.5201,20.4825,27.9084,23.7992,27.8593,20.4331,5.749,5.627,5.9008,5.5935,9.0531,10.0416,7.7003,9.3652,8.1512,6.9025,10.2671,8.9837,7.4575,7.2147,6.3822,8.4807,ctrl
227,ctrl_sub229_video,sub229,meditator,video,0.033376,0.033688,0.029213,0.027906,0.031296,9.0007,8.5304,7.4656,6.9565,31.9532,29.9279,28.6151,21.9026,19.5545,5.0846,5.3757,5.1337,5.1469,11.0229,9.1309,8.0322,10.9253,8.3862,7.3975,8.8501,8.1299,6.3477,8.3984,7.5684,5.8105,ctrl
228,ctrl_sub230_video,sub230,meditator,video,0.041677,0.038955,0.034695,0.03317,0.037521,7.674,7.1785,6.0096,5.7894,26.6515,31.8213,27.9114,20.9362,19.3311,4.0043,3.9192,3.811,3.8476,12.0026,8.8896,7.8947,11.4249,7.7022,7.7985,8.8736,7.7022,5.9692,8.5526,7.2368,5.9531,ctrl
229,ctrl_sub231_video,sub231,meditator,video,0.042314,0.040802,0.038205,0.036164,0.039489,6.628,6.6032,6.2752,5.8173,25.3237,27.9551,26.9008,24.0134,21.1307,4.6932,4.5615,4.7777,4.562,10.2733,8.4008,7.5911,10.3492,8.2237,7.7682,8.4008,8.7045,7.4646,7.5152,7.1609,8.1478,ctrl
230,ctrl_sub232_video,sub232,meditator,video,0.031255,0.028916,0.029295,0.028895,0.029619,8.8724,8.4003,8.2852,8.2046,33.7625,27.639,24.3274,24.2886,23.745,3.6379,3.6305,3.7136,4.1566,8.7933,9.119,8.3648,8.3476,8.1076,8.3476,8.7761,8.1933,7.6277,9.1018,7.8848,7.3363,ctrl
231,ctrl_sub233_video,sub233,meditator,video,0.035717,0.034289,0.033723,0.030872,0.033635,7.3028,7.657,7.2258,7.5453,29.7308,25.9983,26.2265,24.3639,23.4112,3.2236,3.0628,3.2023,3.0152,8.5748,8.172,7.8212,9.1334,7.7693,8.8216,7.8082,7.7952,8.7567,7.6523,9.3673,8.3279,ctrl
232,psi_sub001_meditation,sub001,non meditator,meditation,0.060738,0.061048,0.082721,0.062277,0.067121,3.4615,3.5135,4.0016,3.9219,14.8985,21.0887,21.5109,32.9208,24.4797,8.352,7.702,8.4108,7.4599,7.9516,8.5794,6.7194,6.8589,7.8819,8.8584,8.9514,7.1844,10.7184,7.4401,8.4631,10.3929,psi
